date,tp,t2m,ssr,str,sp
3/22/1983,13.74,270.1082118,8772973.452,-4665505.674,70040.2853
3/23/1983,8.98,266.8775454,11523037.33,-6133258.263,70078.30321
3/24/1983,2.92,266.1359803,13261117.86,-7099541.46,70468.46801
3/25/1983,0.78,266.6787867,13373493.74,-7569264.145,70632.58748
3/26/1983,0.92,269.7559962,13504956.36,-6317787.338,70479.51829
3/27/1983,2.14,270.9954944,12392347.96,-5845193.605,70357.17114
3/28/1983,4.14,271.0129262,12235177.33,-5810458.695,70319.16687
3/29/1983,5.1,270.9460418,13541206.59,-6508460.816,70280.46864
3/30/1983,5.63,270.2189164,13834302.98,-6956004.332,70400.41341
3/31/1983,3.28,269.5387679,14438899.47,-7615320.749,70666.4363
4/1/1983,1.92,270.4324056,14980947,-7189848.46,70684.4248
4/2/1983,1.03,270.288577,14707580.98,-7448288.774,70766.1199
4/3/1983,1.52,272.6287045,14857821.37,-6536168.01,70505.54239
4/4/1983,5.3,272.2456066,12743764.02,-5655654.514,70501.34032
4/5/1983,7.47,272.5092087,13195382.14,-5929726.498,70342.94846
4/6/1983,3.93,271.9540201,13178075.73,-6631609.527,70413.56807
4/7/1983,5.69,273.4621314,14386246.83,-6165961.951,70238.72907
4/8/1983,8.31,273.8842961,12516706.96,-5355621.977,70203.97367
4/9/1983,7.82,272.7158769,12850058.55,-6101454.462,70212.56587
4/10/1983,6.66,272.4915869,13580420.1,-6409202.018,70403.60797
4/11/1983,8.76,272.5974158,13180002.77,-5881158.327,70431.45405
4/12/1983,11.7,271.2650677,11977776.42,-5423801.226,70317.14937
4/13/1983,6.79,271.9003896,13449669.76,-6097532.83,70366.41754
4/14/1983,12.53,272.109733,11339805.95,-4959050.865,70067.53646
4/15/1983,9.48,273.6296383,11762210.82,-4810673.546,70355.5519
4/16/1983,6.12,274.4010334,11362401.44,-4407907.162,70653.37117
4/17/1983,5.31,274.4796187,11127498.24,-4336136.473,70669.27112
4/18/1983,2.07,274.1297706,12681521,-5567797.417,70912.08074
4/19/1983,2.1,274.3902981,14152363.6,-5785397.13,70832.5055
4/20/1983,4.04,272.5014162,13872565.02,-6281921.628,70657.90208
4/21/1983,4.51,271.9485939,15123700.71,-6944383.819,70537.765
4/22/1983,3.56,271.2370659,14913132.43,-6879109.315,70512.84989
4/23/1983,3.45,272.568828,14872535.7,-6646433.097,70310.59915
4/24/1983,12.26,272.2499492,11814073.37,-5017505.005,70300.04555
4/25/1983,7.46,271.0881514,10347993.39,-5828271.869,70676.04615
4/26/1983,6.03,273.1102191,12811616.57,-4853711.577,70896.63724
4/27/1983,2.16,273.5380493,12869318.87,-6003148.419,70813.90671
4/28/1983,4.97,275.1222558,14165148.44,-5525601.427,70636.54076
4/29/1983,14.91,274.9378911,10864427.57,-4348334.634,70585.90635
4/30/1983,13.11,273.0743692,11413780.47,-5407567.46,70504.27138
5/1/1983,11.24,274.8257292,11645678.28,-5222791.468,70438.463
5/2/1983,13.21,275.2758452,11038704.69,-4591409.156,70440.54001
5/3/1983,17.21,274.5321629,11016399.55,-4589647.105,70606.42655
5/4/1983,16.15,274.1391372,11564450.06,-4856782.303,70747.63807
5/5/1983,5.26,273.4999465,12754324.69,-6118471.11,70971.69182
5/6/1983,6.66,275.8797987,14862135.92,-5584594.869,70738.52156
5/7/1983,16.59,275.5752088,10316772.29,-4525030.209,70775.08228
5/8/1983,10.79,276.3915296,11697237.15,-4581843.382,70789.71465
5/9/1983,14.46,275.6277822,10216478.51,-4369016.985,70844.05143
5/10/1983,6.72,274.8420156,11099900.37,-5040316.62,70710.41827
5/11/1983,3.19,275.4785574,12957163.2,-5260802.565,70702.61224
5/12/1983,3.24,276.391252,15070405.76,-5693854.661,70668.96973
5/13/1983,5.47,277.6912869,14214854.3,-4883649.317,70641.26517
5/14/1983,7.94,276.5348109,12030294.69,-4590219.509,70691.32372
5/15/1983,2.05,276.6248548,15440110.84,-6399930.683,70794.19498
5/16/1983,6.43,277.9356956,15420401.09,-5394520.423,70811.99338
5/17/1983,8.69,277.5726673,14042648.5,-4656145.351,70899.45377
5/18/1983,7.5,277.3107985,12646561.93,-4552843.01,70929.45625
5/19/1983,5.92,277.618753,13664114.71,-4815067.705,70753.27327
5/20/1983,10.19,278.7520144,13094111.6,-4505380.645,70440.32026
5/21/1983,12.36,278.3532788,12654309.41,-4331225.933,70485.33742
5/22/1983,9.69,278.8578119,13316277.17,-4576482.1,70583.35505
5/23/1983,9.57,279.0990923,13627873.03,-4604196.916,70455.97366
5/24/1983,7.62,278.8125409,14525138.31,-4981532.709,70394.5687
5/25/1983,5.48,278.2065879,15460554.11,-5501959.599,70584.44343
5/26/1983,1.92,277.7194692,16991400.09,-6335145.206,70829.91213
5/27/1983,0.76,277.4647883,18805371.54,-7191105.777,70830.00356
5/28/1983,0.87,278.5601844,19541496.98,-7415552.81,70653.98027
5/29/1983,1.05,278.716736,19446342.23,-7231641.668,70480.67843
5/30/1983,2.15,279.7157641,19124713.29,-6747648.663,70526.00492
5/31/1983,2.03,280.3375013,18251072.8,-6363114.467,70695.14277
6/1/1983,1.62,280.5809766,18545329,-6302163.53,70808.65366
6/2/1983,2.9,280.5216196,18523379.44,-6258396.156,70735.71475
6/3/1983,4.03,281.1992723,17663226.37,-5704515.244,70708.56921
6/4/1983,5.7,281.6495789,17117860.86,-5547321.607,70646.41636
6/5/1983,7.8,281.8293226,15896971.86,-5238605.272,70425.58429
6/6/1983,13.97,281.3136427,15541922.82,-5123448.463,70269.13719
6/7/1983,15.64,280.8561034,16074884.56,-5629545.415,70350.4683
6/8/1983,16.4,280.5544359,16330913.83,-5874078.991,70471.17132
6/9/1983,11.84,280.386546,15473762.94,-5317110.073,70570.79392
6/10/1983,8.2,279.8675188,15169350.77,-5256575.445,70512.70649
6/11/1983,5.22,279.5551451,17338088.43,-5970857.116,70525.81347
6/12/1983,2.13,280.279255,18395086.82,-6365689.583,70682.62095
6/13/1983,2.06,280.8536134,19636332.82,-6578921.082,70819.13817
6/14/1983,3.4,281.2017834,19369417.77,-6501613.928,70826.35268
6/15/1983,8.03,281.7352025,17706752.62,-5665709.614,70713.10538
6/16/1983,14.78,281.4930296,14907211.53,-4792734.761,70642.33078
6/17/1983,15.39,281.5571201,14999047.89,-4906848.616,70462.11427
6/18/1983,15.21,281.4805885,15413786.29,-5161260.844,70428.65592
6/19/1983,15.36,281.6290404,15626921.01,-5361318.947,70397.56225
6/20/1983,14.37,282.1646627,15704627.58,-5355733.451,70566.47737
6/21/1983,14.99,282.4754003,15473797.95,-5342498.998,70509.2742
6/22/1983,12.86,282.7260747,15153263.54,-5182135.39,70495.77325
6/23/1983,10.54,282.8081778,15546933.78,-5125474.597,70536.08938
6/24/1983,9.27,282.7961379,15649929.54,-5215451.11,70575.88886
6/25/1983,14.42,283.0507851,15558382.43,-4992197.748,70696.05483
6/26/1983,15.73,282.7294561,12942638.6,-4341588.081,70676.91836
6/27/1983,12.44,283.0053289,13549805.68,-4189047.799,70566.12882
6/28/1983,10.33,282.9029015,16043416.89,-4655323.743,70443.94869
6/29/1983,11.49,283.2450414,14909701.78,-4259166.668,70548.64664
6/30/1983,15.63,282.1323356,13473604.04,-4003036.594,70821.4543
7/1/1983,8.32,282.6225774,17631068.78,-6228463.457,70851.11323
7/2/1983,11.46,283.2442295,16850513.07,-5545126.476,70612.06621
7/3/1983,27.11,283.0662573,12798969.92,-3781501.872,70390.73146
7/4/1983,25.01,283.1818332,11098541.27,-3197790.798,70360.98724
7/5/1983,27.84,283.2115776,10303530.41,-3128518.767,70488.05173
7/6/1983,18.63,283.036203,11129579.34,-3345155.859,70647.24519
7/7/1983,7.31,283.077451,14526886.58,-4364169.393,70586.36146
7/8/1983,4.19,282.8582677,17135883.4,-5150318.434,70496.48118
7/9/1983,4.54,283.0672471,18071004.7,-5599174.429,70671.26613
7/10/1983,4.49,283.2341528,17628608.75,-5562316.886,70823.70719
7/11/1983,4.89,283.5087277,17938084.61,-5562802.308,70779.53234
7/12/1983,3.81,283.7147144,18281579.93,-5699720.555,70726.88113
7/13/1983,4.21,284.4024781,18005799.24,-5590351.239,70660.59078
7/14/1983,4.52,284.2623457,17554378.62,-5443008.356,70649.52451
7/15/1983,8.45,284.6751855,16949784.86,-5212125.725,70517.6084
7/16/1983,17.47,284.6392526,14383348.33,-4621514.654,70429.92063
7/17/1983,23.18,284.0855488,11710811.1,-4197748.643,70465.87187
7/18/1983,13.38,284.1319793,13478119.81,-4285517.712,70413.05359
7/19/1983,6.42,284.3293693,14964732.91,-4791913.107,70390.35167
7/20/1983,8.91,284.4232013,16895669.03,-5156703.24,70529.9672
7/21/1983,13.73,284.536545,14241131.04,-4393321.81,70642.42814
7/22/1983,18.85,283.685231,13509399.35,-4112777.188,70816.35877
7/23/1983,11.35,283.2160925,15605226.42,-6013900.557,70819.30613
7/24/1983,10.87,283.8872971,17331955.82,-6251052.603,70730.35373
7/25/1983,17.57,283.9021898,15103170.58,-4825505.683,70563.898
7/26/1983,16.87,283.758231,12794659.02,-4045131.469,70653.70874
7/27/1983,13.88,284.0732388,13603090.66,-3953180.535,70734.08173
7/28/1983,12.7,284.1875432,12947123.34,-3814526.945,70737.32643
7/29/1983,13.63,284.5426661,13752495.22,-3926337.268,70642.44505
7/30/1983,20.8,283.4035385,12000277.48,-3610728.813,70651.69318
7/31/1983,16.39,282.4439759,14346321.77,-5479899.998,70799.48541
8/1/1983,7.55,282.2407943,17569815.69,-6769993.503,70843.87954
8/2/1983,4.13,281.8763605,19641912.17,-7180144.727,70816.03976
8/3/1983,4.67,282.5181367,21242611.14,-7409876.273,70729.95198
8/4/1983,10.27,282.5455574,16582445.56,-6022955.6,70697.30874
8/5/1983,14.52,282.3930997,14563587.04,-5637002.036,70849.32358
8/6/1983,5.14,282.0722634,15522006.88,-6274980.901,70906.52568
8/7/1983,3.08,282.9485413,18104898.13,-6729906.883,71040.4639
8/8/1983,3.78,282.8208003,18726196.9,-6663725.685,70958.34161
8/9/1983,5.85,283.1772225,18702749.15,-6326888.931,70848.78356
8/10/1983,5.68,283.4973049,17676403.86,-5796583.535,70729.75107
8/11/1983,7.51,283.8279228,16774216.08,-5477853.044,70609.63493
8/12/1983,7.77,283.7241669,15457418.98,-5111555.615,70714.89002
8/13/1983,8.15,283.8316929,16073228.53,-5180790.687,70623.30881
8/14/1983,8.87,283.9338508,15336329.42,-4983762.552,70636.24126
8/15/1983,8.37,283.8261838,13852965.36,-4736473.784,70651.99808
8/16/1983,7.43,283.7254536,15486293.72,-4954805.705,70567.40314
8/17/1983,6.89,283.7582958,16123594.42,-5113739.084,70525.72428
8/18/1983,10.02,283.8764329,15478266.79,-4564950.311,70679.42037
8/19/1983,11.41,283.4416356,13708461.71,-4015971.649,70878.37603
8/20/1983,7.98,283.7236536,14020407.82,-4274872.792,70767.21194
8/21/1983,12.51,283.8332955,14979333.56,-4328063.756,70529.82105
8/22/1983,23.15,282.209434,9701913.928,-3395116.618,70531.16167
8/23/1983,18.5,282.7480128,13219675.2,-4823287.994,70613.50425
8/24/1983,22.15,283.3424139,12067826.83,-3764369.272,70524.48229
8/25/1983,20.1,281.4688165,11094442.12,-4589938.327,70603.95858
8/26/1983,6.43,282.786677,16663895.89,-5810464.347,70666.20077
8/27/1983,5.25,283.2848602,17253334.62,-5885429.276,70714.86741
8/28/1983,8.17,283.603147,16012756.13,-5085183.571,70617.6599
8/29/1983,10.98,283.708109,13728129.28,-4307070.362,70738.49499
8/30/1983,12.09,283.7710662,13090678.6,-3852978.512,70781.09734
8/31/1983,17.36,283.0505556,11455151.09,-3640100.639,70896.47101
9/1/1983,10.4,281.6595083,13009909.22,-5457831.566,71036.56786
9/2/1983,3.91,282.4792523,18138660.92,-6627399.241,71050.05313
9/3/1983,5.55,282.4712511,17101529.41,-6045109.643,70961.42355
9/4/1983,7.51,282.6873908,15967290,-5056930.013,70849.45523
9/5/1983,8.31,282.4059183,13769619.25,-4369166.253,70788.08493
9/6/1983,8.78,282.6101465,14440564.01,-4545883.864,70653.23895
9/7/1983,10.1,282.7568638,13303924.78,-4296019.795,70736.27282
9/8/1983,13.33,282.8247044,12985516.73,-4124229.79,70733.86588
9/9/1983,17.99,282.8524384,11654449.18,-3717447.192,70676.56315
9/10/1983,15.33,281.9582474,10312744.75,-3549135.148,70738.64648
9/11/1983,19.49,282.3237533,12054296.33,-4170806.313,70725.66591
9/12/1983,18.13,282.3025447,10411296.58,-3754351.787,70822.32706
9/13/1983,18.27,282.3447456,12472896.36,-3974981.319,70809.17903
9/14/1983,21.59,282.1952246,9963432.526,-3610414.133,70747.01514
9/15/1983,13.62,281.8030529,10460211.73,-3834913.992,70693.51363
9/16/1983,10.25,281.8555462,13172431.89,-4651470.144,70733.7148
9/17/1983,9.4,282.1652191,13192508.28,-4625336.837,70806.43198
9/18/1983,9.54,282.3352404,13604323.98,-4672895.623,70727.05592
9/19/1983,8.9,282.4762311,13103188.05,-4414897.875,70750.4477
9/20/1983,7.91,282.5019409,13638334.77,-4571901.468,70795.72418
9/21/1983,8.73,282.71586,13346092.33,-4451128.379,70733.87184
9/22/1983,17.55,282.287382,11547672.77,-4135026.963,70773.62012
9/23/1983,13.71,281.7758286,10709070.37,-3910076.319,70945.32782
9/24/1983,7.06,281.1832113,12499816.82,-4289020.099,71025.72182
9/25/1983,4.89,281.0428699,14089742.14,-4933860.229,70805.04246
9/26/1983,9.38,280.9431025,13529349.56,-4783992.519,70515.05606
9/27/1983,13.75,279.4605531,12744279.33,-4640099.782,70677.46634
9/28/1983,6.46,276.1574,12341967.89,-6120861.012,70923.38104
9/29/1983,0.44,276.737495,17708968.8,-8409872.388,70983.28204
9/30/1983,0.88,278.4887194,18242621.91,-7883983.312,71020.19214
10/1/1983,1.8,279.2686609,17317751.98,-7174345.055,70882.14161
10/2/1983,1.7,279.4556001,16921256.09,-6773812.627,70781.53444
10/3/1983,2.24,279.6987085,15621700.12,-6116977.431,70828.46057
10/4/1983,1.63,280.1415325,16205466.03,-6254230.205,70792.3039
10/5/1983,1.39,279.8390687,15796366.09,-6325487.849,70719.20602
10/6/1983,3.07,280.0902904,15937251.85,-6390297.438,70886.04881
10/7/1983,3.1,278.6101801,14841294.45,-7177189.64,71103.91044
10/8/1983,1.07,279.3409537,17290541.74,-8140340.274,71056.48145
10/9/1983,3.23,280.0171123,17045314.52,-7192018.016,70949.90374
10/10/1983,9.82,280.3309687,13061122.93,-5318434.275,70926.85719
10/11/1983,10.57,280.8848922,10485451.43,-3966692.123,70890.72937
10/12/1983,17.91,280.208611,8332591.137,-3186249.343,70654.50089
10/13/1983,9.7,278.0035439,10296917.96,-4223604.606,70536.37819
10/14/1983,7.34,277.1777669,11311444.56,-5077149.598,70633.75392
10/15/1983,3.23,276.4813517,12787717.11,-5970367.302,70545.83917
10/16/1983,19.85,277.0282478,10108354.42,-4873804.965,70327.42837
